sale_id,date_sales,community,brand,model,units,unit_price,total_amount
1086,7/28/2024,Madrid,Samsung,Galaxy Z Flip,2,288.89,577.78
1087,12/17/2023,Pais Vasco,OPPO,Find X5,3,424.82,1274.46
1088,12/15/2023,Andalucia,Xiaomi,Poco X5,5,1362.67,6813.35
1089,12/4/2025,Pais Vasco,Apple,iPhone 13,4,1227.75,4911
1090,8/5/2025,Castilla La Mancha,Apple,iPhone 15,3,168.13,504.39
1091,5/22/2024,Valencia,OPPO,A78,3,692.81,2078.43
1092,1/11/2023,Andalucia,Apple,iPhone 15,4,1375.23,5500.92
1093,5/21/2025,Madrid,Samsung,Galaxy A54,5,642.9,3214.5
1094,5/7/2024,Castilla La Mancha,Samsung,Galaxy A54,1,848.11,848.11
1095,3/22/2024,Pais Vasco,Samsung,Galaxy Z Flip,2,598.01,1196.02
1096,2/2/2023,Cataluña,Apple,iPhone 15,4,986.29,3945.16
1097,2/19/2023,Castilla La Mancha,Apple,iPhone 15,4,729.7,2918.8
1098,1/14/2024,Pais Vasco,Apple,iPhone 15,3,933.51,2800.53
1099,2/27/2025,Cataluña,Samsung,Galaxy Z Flip,3,813.65,2440.95
1100,2/29/2024,Galicia,Xiaomi,Mi 11,1,925.57,925.57
1101,11/20/2025,Madrid,Xiaomi,Poco X5,3,1259.97,3779.91
1102,8/11/2025,Castilla y Leon,Samsung,Galaxy A54,5,201.09,1005.45
1103,2/24/2024,Cataluña,Xiaomi,Redmi Note 12,2,1376.56,2753.12
1104,9/6/2025,Cataluña,Apple,iPhone 15,5,1238.91,6194.55
1105,10/18/2024,Valencia,Apple,iPhone 15,3,1272.42,3817.26
1106,7/21/2024,Pais Vasco,Motorola,Razr 40,1,229.21,229.21
1107,10/23/2025,Castilla La Mancha,Xiaomi,Mi 11,5,1186.95,5934.75
1108,7/14/2025,Galicia,OPPO,A78,5,610.18,3050.9
1109,6/28/2023,Castilla La Mancha,Samsung,Galaxy S21,1,638.35,638.35
1110,8/12/2023,Cataluña,Apple,iPhone 14,2,494.93,989.86
1111,2/23/2024,Andalucia,Apple,iPhone 14,5,1340.13,6700.65
1112,9/28/2023,Pais Vasco,Samsung,Galaxy A54,4,583.38,2333.52
1113,8/20/2024,Madrid,OPPO,A78,2,228.69,457.38
1114,4/23/2025,Castilla y Leon,Apple,iPhone 15,5,578.49,2892.45
1115,7/26/2025,Castilla La Mancha,Xiaomi,Mi 11,3,859.06,2577.18
1116,4/9/2024,Galicia,Xiaomi,Redmi Note 12,4,614.88,2459.52
1117,12/24/2024,Andalucia,Xiaomi,Redmi Note 12,3,719.91,2159.73
1118,8/7/2024,Andalucia,Apple,iPhone 15,2,1366.51,2733.02
1119,8/28/2023,Valencia,Apple,iPhone 13,1,1392.22,1392.22
1120,6/17/2024,Castilla La Mancha,Motorola,Edge 40,3,380.62,1141.86
1121,10/11/2024,Madrid,Motorola,Razr 40,3,334.93,1004.79
1122,12/28/2025,Andalucia,OPPO,A78,3,301.86,905.58
1123,10/25/2023,Castilla La Mancha,Samsung,Galaxy A54,4,1309.76,5239.04
1124,8/28/2024,Castilla y Leon,Apple,iPhone 13,4,1269.97,5079.88
1125,6/24/2025,Andalucia,Motorola,Razr 40,3,1011.43,3034.29
1126,8/28/2023,Andalucia,OPPO,Reno 8,3,180.99,542.97
1127,1/1/2025,Castilla La Mancha,Motorola,Edge 40,1,557.96,557.96
1128,12/14/2025,Valencia,Motorola,Razr 40,2,1126.6,2253.2
1129,6/21/2023,Madrid,Xiaomi,Redmi Note 12,5,1211.81,6059.05
1130,2/3/2024,Pais Vasco,Samsung,Galaxy Z Flip,4,547.2,2188.8
1131,1/9/2025,Madrid,Motorola,Razr 40,4,334.93,1339.72
1132,2/2/2025,Pais Vasco,OPPO,Find X5,1,505.81,505.81
1133,6/29/2023,Castilla La Mancha,Xiaomi,Mi 11,2,1059.82,2119.64
1134,6/25/2025,Pais Vasco,OPPO,A78,3,354.74,1064.22
1135,10/13/2023,Pais Vasco,OPPO,A78,5,897.42,4487.1
1136,8/30/2025,Galicia,Apple,iPhone 13,5,1383.3,6916.5
1137,7/1/2023,Pais Vasco,Samsung,Galaxy Z Flip,1,661.83,661.83
1138,8/4/2025,Andalucia,Xiaomi,Mi 11,5,1094.05,5470.25
1139,2/20/2025,Andalucia,Apple,iPhone 13,3,842.33,2526.99
1140,10/8/2025,Galicia,Samsung,Galaxy A54,5,1074.82,5374.1
1141,11/12/2023,Madrid,Apple,iPhone 13,3,525.21,1575.63
1142,5/4/2025,Galicia,OPPO,Reno 8,2,764.86,1529.72
1143,7/21/2024,Cataluña,Apple,iPhone 13,4,1392.92,5571.68
1144,9/11/2025,Castilla y Leon,Samsung,Galaxy Z Flip,5,695.09,3475.45
1145,9/2/2023,Castilla La Mancha,Xiaomi,Poco X5,3,790.66,2371.98
1146,11/30/2023,Galicia,Motorola,Edge 40,5,223.14,1115.7
1147,1/1/2025,Andalucia,Xiaomi,Mi 11,2,216.11,432.22
1148,4/10/2023,Castilla y Leon,Xiaomi,Mi 11,3,514.58,1543.74
1149,1/11/2024,Valencia,Samsung,Galaxy Z Flip,1,898.45,898.45
1150,10/9/2024,Castilla y Leon,Apple,iPhone 15,3,489.32,1467.96
1151,10/22/2023,Castilla y Leon,Xiaomi,Redmi Note 12,1,321.19,321.19
1152,4/23/2025,Castilla La Mancha,Xiaomi,Mi 11,3,1301.13,3903.39
1153,11/13/2023,Valencia,Apple,iPhone 13,5,426.39,2131.95
1154,5/4/2025,Cataluña,Apple,iPhone 15,4,1295.04,5180.16
1155,9/9/2025,Madrid,Samsung,Galaxy S21,3,539.47,1618.41
1156,12/7/2025,Castilla La Mancha,Xiaomi,Redmi Note 12,3,365.26,1095.78
1157,3/31/2024,Cataluña,Xiaomi,Redmi Note 12,2,1221.02,2442.04
1158,9/21/2024,Valencia,Apple,iPhone 15,2,412.3,824.6
1159,6/9/2023,Cataluña,Samsung,Galaxy A54,1,1118.37,1118.37
1160,8/9/2023,Valencia,OPPO,Reno 8,1,1141.32,1141.32
1161,8/18/2025,Madrid,Motorola,Razr 40,1,1285.66,1285.66
1162,1/22/2023,Galicia,Samsung,Galaxy S21,1,1127.96,1127.96
1163,1/14/2024,Valencia,Motorola,Edge 40,3,186.57,559.71
1164,12/13/2024,Galicia,Apple,iPhone 15,3,350.7,1052.1
1165,10/31/2025,Valencia,Motorola,Razr 40,5,235.42,1177.1
1166,1/28/2024,Valencia,Motorola,Edge 40,3,364.72,1094.16
1167,3/14/2024,Cataluña,Motorola,Edge 40,5,1214.12,6070.6
1168,6/19/2025,Andalucia,OPPO,Find X5,1,376.06,376.06
1169,3/14/2024,Pais Vasco,Xiaomi,Mi 11,5,434.44,2172.2
1170,8/12/2025,Cataluña,Samsung,Galaxy A54,1,799.66,799.66
1171,3/25/2023,Galicia,OPPO,Find X5,1,560.14,560.14
1172,7/24/2025,Galicia,Samsung,Galaxy A54,5,1070.22,5351.1
1173,8/18/2024,Pais Vasco,OPPO,Reno 8,4,385.98,1543.92
1174,1/3/2024,Castilla y Leon,Samsung,Galaxy A54,1,1398.4,1398.4
1175,3/22/2025,Cataluña,OPPO,A78,4,803.33,3213.32
1176,3/19/2025,Andalucia,Samsung,Galaxy S21,4,1018.8,4075.2
1177,5/13/2023,Andalucia,Samsung,Galaxy Z Flip,3,1369.01,4107.03
1178,9/9/2023,Pais Vasco,Xiaomi,Redmi Note 12,2,1197.64,2395.28
1179,3/30/2025,Galicia,OPPO,Find X5,3,744.78,2234.34
1180,11/13/2025,Castilla La Mancha,Motorola,G82,3,334.22,1002.66
1181,5/28/2024,Cataluña,OPPO,Reno 8,4,771.59,3086.36
1182,4/19/2023,Cataluña,Apple,iPhone 13,1,772.67,772.67
1183,10/31/2024,Pais Vasco,Samsung,Galaxy S21,2,528.44,1056.88
1184,11/30/2025,Cataluña,Motorola,Edge 40,4,1140.91,4563.64
1185,10/1/2025,Castilla La Mancha,Apple,iPhone 14,5,477.08,2385.4
1186,3/6/2023,Madrid,Xiaomi,Poco X5,4,1250.16,5000.64
1187,10/6/2024,Castilla La Mancha,Samsung,Galaxy A54,4,703.2,2812.8
1188,9/12/2024,Andalucia,Samsung,Galaxy S21,2,764.35,1528.7
1189,9/25/2025,Pais Vasco,Apple,iPhone 14,1,861.07,861.07
1190,9/1/2025,Castilla La Mancha,OPPO,A78,5,1217.94,6089.7
1191,6/23/2024,Pais Vasco,Motorola,Edge 40,4,888.81,3555.24
1192,8/5/2024,Castilla y Leon,OPPO,A78,3,226.78,680.34
1193,1/20/2025,Andalucia,Motorola,Edge 40,3,1161.94,3485.82
1194,2/18/2025,Castilla y Leon,Motorola,Edge 40,1,685.19,685.19
1195,4/26/2023,Castilla y Leon,Xiaomi,Mi 11,2,459.52,919.04
1196,5/15/2023,Cataluña,Xiaomi,Poco X5,3,293.09,879.27
1197,3/18/2023,Castilla y Leon,Apple,iPhone 13,4,972.21,3888.84
1198,6/30/2024,Pais Vasco,OPPO,A78,1,1019.95,1019.95
1199,2/12/2025,Castilla y Leon,Motorola,Edge 40,5,637.88,3189.4
1200,7/24/2023,Castilla La Mancha,Motorola,Edge 40,2,569.96,1139.92
1201,12/8/2023,Castilla y Leon,Motorola,Razr 40,5,524.4,2622
1202,6/4/2023,Castilla La Mancha,OPPO,Reno 8,5,417.6,2088
1203,4/3/2025,Galicia,Xiaomi,Redmi Note 12,2,930.72,1861.44
1204,11/20/2024,Cataluña,Samsung,Galaxy Z Flip,3,234.09,702.27
1205,3/5/2024,Pais Vasco,Motorola,G82,3,1144.56,3433.68
1206,6/5/2025,Galicia,Xiaomi,Poco X5,5,541.69,2708.45
1207,11/21/2025,Galicia,OPPO,Find X5,4,989.45,3957.8
1208,11/23/2025,Madrid,Motorola,Edge 40,2,871.05,1742.1
1209,7/2/2024,Castilla La Mancha,Apple,iPhone 15,5,1161.17,5805.85
1210,12/5/2025,Madrid,OPPO,A78,2,605.34,1210.68
1211,9/6/2024,Andalucia,Apple,iPhone 13,4,662.83,2651.32
1212,4/24/2025,Valencia,Samsung,Galaxy Z Flip,3,1179.64,3538.92
1213,4/11/2025,Valencia,Apple,iPhone 14,2,291.95,583.9
1214,9/27/2024,Valencia,Apple,iPhone 13,4,756.73,3026.92
1215,2/18/2024,Madrid,OPPO,Find X5,2,490.89,981.78
1216,12/27/2023,Galicia,Samsung,Galaxy A54,1,1354.73,1354.73
1217,6/21/2023,Madrid,OPPO,Reno 8,3,902,2706
1218,7/4/2023,Castilla y Leon,Samsung,Galaxy A54,4,1328.95,5315.8
1219,10/21/2025,Cataluña,Apple,iPhone 13,1,802.45,802.45
1220,10/13/2025,Galicia,Motorola,Razr 40,1,447.6,447.6
1221,3/9/2025,Castilla y Leon,Samsung,Galaxy A54,2,1319.38,2638.76
1222,12/25/2023,Cataluña,Apple,iPhone 13,2,1362.4,2724.8
1223,4/25/2023,Galicia,OPPO,Find X5,4,816.84,3267.36
1224,8/30/2025,Pais Vasco,Samsung,Galaxy A54,2,1354.14,2708.28
1225,1/23/2025,Castilla La Mancha,Apple,iPhone 14,3,176.34,529.02
1226,5/5/2024,Madrid,Motorola,Edge 40,3,840.91,2522.73
1227,9/7/2023,Castilla y Leon,Xiaomi,Poco X5,5,1233.69,6168.45
1228,3/15/2025,Madrid,OPPO,Find X5,3,526.11,1578.33
1229,11/25/2023,Valencia,Apple,iPhone 14,4,939.19,3756.76
1230,6/14/2023,Galicia,OPPO,Reno 8,4,738.86,2955.44
1231,7/25/2023,Pais Vasco,OPPO,Find X5,2,1023.1,2046.2
1232,5/11/2025,Castilla y Leon,Motorola,Edge 40,5,1061.54,5307.7
1233,7/17/2025,Castilla y Leon,Motorola,Razr 40,1,1102.47,1102.47
1234,10/6/2023,Castilla La Mancha,Apple,iPhone 15,1,650.83,650.83
1235,8/15/2023,Cataluña,Xiaomi,Mi 11,2,462,924
1236,10/16/2024,Pais Vasco,Apple,iPhone 15,4,747.96,2991.84
1237,11/1/2024,Andalucia,Apple,iPhone 14,3,398.33,1194.99
1238,3/16/2025,Andalucia,OPPO,Find X5,4,1330.95,5323.8
1239,2/17/2023,Madrid,Motorola,Edge 40,5,958.88,4794.4
1240,2/11/2024,Castilla La Mancha,Apple,iPhone 13,3,1026.58,3079.74
1241,5/28/2025,Pais Vasco,Apple,iPhone 13,5,475.2,2376
1242,8/29/2023,Andalucia,Samsung,Galaxy A54,1,1048.23,1048.23
1243,8/31/2023,Castilla La Mancha,OPPO,Find X5,2,1041.95,2083.9
1244,10/9/2025,Galicia,Apple,iPhone 14,4,312.75,1251
1245,8/2/2024,Valencia,Apple,iPhone 15,2,672.91,1345.82
1246,8/17/2024,Madrid,OPPO,Reno 8,3,444.36,1333.08
1247,7/27/2025,Castilla y Leon,OPPO,Reno 8,1,162.9,162.9
1248,3/10/2024,Pais Vasco,Apple,iPhone 14,4,1035.57,4142.28
1249,7/15/2023,Cataluña,Motorola,G82,5,223.44,1117.2
1250,12/26/2024,Castilla La Mancha,Xiaomi,Redmi Note 12,5,1324.15,6620.75
1251,1/11/2023,Madrid,Motorola,Razr 40,3,780.68,2342.04
1252,1/29/2025,Pais Vasco,OPPO,Find X5,2,1360.07,2720.14
1253,6/17/2024,Andalucia,Motorola,Edge 40,2,779.68,1559.36
1254,7/3/2023,Andalucia,Xiaomi,Mi 11,3,1037.82,3113.46
1255,8/28/2023,Galicia,OPPO,Reno 8,3,205.2,615.6
1256,1/8/2025,Galicia,Apple,iPhone 14,4,503.66,2014.64
1257,11/24/2025,Galicia,Xiaomi,Poco X5,3,694.72,2084.16
1258,11/6/2023,Castilla La Mancha,Apple,iPhone 14,5,1216.29,6081.45
1259,11/1/2023,Valencia,OPPO,Reno 8,1,437.33,437.33
1260,12/1/2023,Galicia,Samsung,Galaxy A54,4,695.54,2782.16
1261,12/31/2024,Castilla La Mancha,OPPO,Reno 8,5,756.5,3782.5
1262,9/11/2023,Andalucia,OPPO,Reno 8,3,266.97,800.91
1263,11/7/2025,Andalucia,Xiaomi,Redmi Note 12,3,854.06,2562.18
1264,12/13/2025,Madrid,Motorola,Edge 40,5,375.71,1878.55
1265,7/13/2023,Castilla La Mancha,Samsung,Galaxy S21,3,182.45,547.35
1266,8/6/2023,Castilla y Leon,Samsung,Galaxy A54,3,342.22,1026.66
1267,7/18/2025,Castilla La Mancha,Samsung,Galaxy A54,3,892.76,2678.28
1268,7/16/2025,Madrid,Samsung,Galaxy A54,3,1334.27,4002.81
1269,4/10/2023,Valencia,Motorola,Edge 40,3,553.96,1661.88
1270,2/20/2025,Cataluña,Samsung,Galaxy Z Flip,1,648.57,648.57
1271,7/2/2023,Pais Vasco,Apple,iPhone 13,1,1215.43,1215.43
1272,8/6/2024,Pais Vasco,Apple,iPhone 14,2,300.75,601.5
1273,9/26/2023,Galicia,OPPO,Find X5,3,981.9,2945.7
1274,9/29/2025,Valencia,Xiaomi,Poco X5,4,1256.77,5027.08
1275,7/4/2023,Pais Vasco,OPPO,Find X5,4,1163.74,4654.96
1276,5/22/2025,Pais Vasco,Motorola,Edge 40,1,200.55,200.55
1277,11/14/2023,Valencia,Xiaomi,Mi 11,4,809.1,3236.4
1278,8/16/2025,Galicia,Motorola,Edge 40,4,248.98,995.92
1279,9/19/2023,Andalucia,OPPO,Find X5,3,1201.92,3605.76
1280,4/8/2023,Galicia,Motorola,G82,5,245.67,1228.35
1281,11/11/2025,Cataluña,Samsung,Galaxy Z Flip,4,666.27,2665.08
1282,12/28/2024,Galicia,OPPO,A78,3,881.96,2645.88
1283,8/5/2025,Cataluña,Motorola,Edge 40,2,1132.72,2265.44
1284,5/2/2025,Cataluña,OPPO,Reno 8,3,542.43,1627.29
1285,6/26/2024,Castilla La Mancha,OPPO,A78,3,1358.4,4075.2
1286,6/10/2023,Andalucia,Apple,iPhone 13,5,474.15,2370.75
1287,1/12/2023,Madrid,Samsung,Galaxy A54,4,295.85,1183.4
1288,7/31/2025,Castilla La Mancha,Apple,iPhone 15,4,1235.98,4943.92
1289,9/12/2024,Castilla La Mancha,Motorola,Razr 40,5,1166.42,5832.1
1290,9/11/2024,Pais Vasco,Motorola,G82,1,306.36,306.36
1291,2/2/2023,Cataluña,Samsung,Galaxy S21,2,1223.77,2447.54
1292,5/10/2024,Andalucia,Apple,iPhone 14,4,1202.61,4810.44
1293,9/8/2024,Cataluña,Motorola,Edge 40,4,335.21,1340.84
1294,12/7/2023,Cataluña,OPPO,Reno 8,2,1073.48,2146.96
1295,2/10/2023,Castilla La Mancha,OPPO,Find X5,4,881.53,3526.12
1296,4/15/2023,Pais Vasco,Apple,iPhone 14,3,159.84,479.52
1297,8/18/2024,Castilla La Mancha,OPPO,Find X5,1,759.37,759.37
1298,4/19/2024,Castilla La Mancha,OPPO,A78,1,810.39,810.39
1299,5/11/2023,Castilla y Leon,OPPO,A78,3,1266.1,3798.3
1300,10/10/2025,Cataluña,OPPO,Find X5,5,1323.71,6618.55
1301,2/12/2023,Pais Vasco,Xiaomi,Mi 11,2,510.01,1020.02
1302,6/16/2025,Castilla y Leon,Apple,iPhone 14,2,784.54,1569.08
1303,8/17/2025,Castilla y Leon,Motorola,Razr 40,2,1253.97,2507.94
1304,8/25/2025,Castilla y Leon,OPPO,Find X5,2,927.3,1854.6
1305,9/15/2025,Cataluña,Xiaomi,Poco X5,2,366.61,733.22
1306,7/26/2023,Castilla La Mancha,Apple,iPhone 15,4,1328.82,5315.28
1307,3/4/2024,Valencia,OPPO,Find X5,5,208.81,1044.05
1308,1/1/2025,Galicia,Samsung,Galaxy A54,2,368.39,736.78
1309,11/22/2024,Cataluña,Motorola,Edge 40,4,292.46,1169.84
1310,9/23/2025,Valencia,Apple,iPhone 13,3,1392.08,4176.24
1311,11/6/2023,Galicia,Xiaomi,Redmi Note 12,5,905.36,4526.8
1312,6/15/2025,Madrid,Samsung,Galaxy Z Flip,4,1353.31,5413.24
1313,3/27/2023,Cataluña,Samsung,Galaxy S21,5,281.76,1408.8
1314,11/18/2023,Castilla y Leon,Samsung,Galaxy S21,3,1035.2,3105.6
1315,11/12/2023,Cataluña,Motorola,G82,3,568.26,1704.78
1316,6/18/2025,Valencia,Apple,iPhone 13,4,1111.52,4446.08
1317,11/30/2024,Castilla La Mancha,Samsung,Galaxy S21,3,781.28,2343.84
1318,4/29/2025,Castilla y Leon,Samsung,Galaxy A54,3,936.8,2810.4
1319,4/12/2024,Pais Vasco,Apple,iPhone 13,2,1152.21,2304.42
1320,11/23/2025,Castilla La Mancha,OPPO,Find X5,3,1329.68,3989.04
1321,11/25/2025,Madrid,OPPO,Reno 8,1,255.97,255.97
1322,6/7/2025,Andalucia,Xiaomi,Mi 11,1,641.58,641.58
1323,4/29/2023,Andalucia,Samsung,Galaxy Z Flip,5,1365.83,6829.15
1324,10/4/2024,Galicia,OPPO,Find X5,3,159.88,479.64
1325,4/7/2025,Andalucia,Xiaomi,Poco X5,4,954.85,3819.4
1326,12/8/2024,Castilla La Mancha,Motorola,Razr 40,4,1119.25,4477
1327,11/16/2024,Madrid,Xiaomi,Redmi Note 12,4,1056.37,4225.48
1328,3/13/2024,Galicia,Apple,iPhone 15,1,789.59,789.59
1329,11/24/2023,Castilla y Leon,Xiaomi,Poco X5,1,184.86,184.86
1330,5/9/2024,Galicia,Motorola,Razr 40,3,1058.14,3174.42
1331,2/2/2025,Madrid,Motorola,Edge 40,3,933.74,2801.22
1332,9/13/2023,Madrid,Xiaomi,Redmi Note 12,4,522.45,2089.8
1333,4/28/2024,Castilla y Leon,Samsung,Galaxy A54,5,857,4285
1334,12/18/2024,Valencia,Motorola,Razr 40,3,505.67,1517.01
1335,2/12/2025,Andalucia,Motorola,Razr 40,5,1071.89,5359.45
1336,1/9/2025,Valencia,Samsung,Galaxy A54,4,272.48,1089.92
1337,7/8/2023,Cataluña,OPPO,Find X5,1,681.11,681.11
1338,7/2/2025,Valencia,Apple,iPhone 14,1,611.62,611.62
1339,6/24/2024,Pais Vasco,Motorola,G82,5,773.53,3867.65
1340,5/3/2025,Castilla La Mancha,OPPO,Find X5,2,330.43,660.86
1341,9/22/2023,Castilla La Mancha,Apple,iPhone 14,5,1229.09,6145.45
1342,7/21/2025,Valencia,Samsung,Galaxy Z Flip,4,190.76,763.04
1343,9/1/2023,Castilla y Leon,Apple,iPhone 15,5,1215.4,6077
1344,8/16/2024,Castilla y Leon,Samsung,Galaxy S21,1,803.47,803.47
1345,2/5/2025,Galicia,Samsung,Galaxy A54,3,517.48,1552.44
1346,5/13/2025,Andalucia,Samsung,Galaxy S21,1,1321.03,1321.03
1347,1/10/2024,Valencia,Xiaomi,Mi 11,4,152.61,610.44
1348,4/2/2023,Cataluña,Motorola,G82,4,751.47,3005.88
1349,11/22/2024,Castilla La Mancha,Xiaomi,Poco X5,4,744.03,2976.12
1350,10/30/2025,Andalucia,Motorola,Edge 40,4,1102.1,4408.4
1351,7/2/2023,Castilla y Leon,OPPO,Reno 8,5,980.63,4903.15
1352,3/20/2025,Valencia,OPPO,Find X5,3,826.24,2478.72
1353,7/1/2023,Galicia,OPPO,A78,2,1034.01,2068.02
1354,9/11/2023,Galicia,Motorola,Razr 40,5,256.44,1282.2
1355,12/4/2025,Madrid,Motorola,Razr 40,2,1088.2,2176.4
1356,12/25/2025,Cataluña,Motorola,Edge 40,2,1352.97,2705.94
1357,6/28/2025,Valencia,Xiaomi,Redmi Note 12,1,1158.65,1158.65
1358,4/3/2023,Pais Vasco,Motorola,G82,4,1227.47,4909.88
1359,1/5/2024,Pais Vasco,Samsung,Galaxy A54,4,180.07,720.28
1360,6/10/2024,Pais Vasco,Motorola,G82,1,293.31,293.31
1361,8/7/2024,Andalucia,Samsung,Galaxy Z Flip,2,378.34,756.68
1362,4/14/2025,Galicia,Samsung,Galaxy S21,2,223.64,447.28
1363,4/30/2023,Madrid,Xiaomi,Redmi Note 12,3,637.42,1912.26
1364,10/25/2024,Pais Vasco,Xiaomi,Redmi Note 12,3,619.39,1858.17
1365,5/5/2024,Valencia,Samsung,Galaxy S21,5,882.54,4412.7
1366,8/24/2023,Pais Vasco,OPPO,A78,3,225.79,677.37
1367,5/15/2023,Pais Vasco,OPPO,A78,4,186.13,744.52
1368,7/27/2023,Galicia,Apple,iPhone 13,2,1103.72,2207.44
1369,7/2/2025,Pais Vasco,Apple,iPhone 14,1,1207.85,1207.85
1370,2/3/2025,Andalucia,Motorola,Edge 40,5,1381.64,6908.2
1371,7/14/2025,Pais Vasco,Apple,iPhone 15,1,151.25,151.25
1372,12/9/2023,Galicia,OPPO,A78,1,225.22,225.22
1373,2/17/2025,Galicia,OPPO,Find X5,3,1203.05,3609.15
1374,4/4/2023,Galicia,Apple,iPhone 15,2,1073.98,2147.96
1375,7/3/2023,Galicia,Motorola,Edge 40,4,1023.04,4092.16
1376,6/3/2025,Galicia,Apple,iPhone 15,2,913.06,1826.12
1377,6/19/2024,Castilla y Leon,Xiaomi,Poco X5,4,491.27,1965.08
1378,7/30/2025,Valencia,Xiaomi,Mi 11,5,560.57,2802.85
1379,9/2/2025,Madrid,Apple,iPhone 15,1,1276.81,1276.81
1380,3/15/2025,Castilla La Mancha,Apple,iPhone 14,5,251.44,1257.2
1381,6/30/2025,Madrid,Samsung,Galaxy Z Flip,1,591.24,591.24
1382,3/3/2025,Castilla y Leon,OPPO,A78,2,1198.93,2397.86
1383,1/28/2025,Castilla La Mancha,Samsung,Galaxy S21,2,705.72,1411.44
1384,7/29/2024,Madrid,Apple,iPhone 15,3,389.39,1168.17
1385,3/28/2024,Galicia,Motorola,Razr 40,2,1375.15,2750.3
1386,10/6/2025,Galicia,Xiaomi,Redmi Note 12,5,411.36,2056.8
1387,8/16/2023,Pais Vasco,Apple,iPhone 15,3,861.38,2584.14
1388,12/26/2023,Valencia,OPPO,Reno 8,1,885.21,885.21
1389,4/11/2024,Galicia,Samsung,Galaxy S21,5,1061.12,5305.6
1390,12/27/2025,Madrid,Xiaomi,Redmi Note 12,5,466.15,2330.75
1391,5/24/2025,Madrid,Motorola,G82,1,1217.32,1217.32
1392,7/15/2024,Pais Vasco,Xiaomi,Mi 11,1,1000.22,1000.22
1393,11/25/2025,Castilla y Leon,OPPO,Find X5,1,1254.75,1254.75
1394,5/10/2025,Galicia,Apple,iPhone 13,5,711.08,3555.4
1395,11/16/2024,Valencia,Samsung,Galaxy A54,1,1250.12,1250.12
1396,5/17/2025,Valencia,Samsung,Galaxy Z Flip,1,1296.24,1296.24
1397,9/28/2024,Castilla y Leon,Apple,iPhone 13,1,932.49,932.49
1398,6/3/2025,Castilla La Mancha,Samsung,Galaxy S21,1,890.66,890.66
1399,8/9/2023,Valencia,Xiaomi,Mi 11,4,447.95,1791.8
1400,11/30/2025,Castilla y Leon,Xiaomi,Redmi Note 12,2,1329.43,2658.86
1401,7/15/2023,Castilla La Mancha,Motorola,Razr 40,4,873.67,3494.68
1402,2/11/2025,Madrid,Samsung,Galaxy S21,3,1262.6,3787.8
1403,6/24/2025,Madrid,Samsung,Galaxy S21,1,526.84,526.84
1404,4/25/2023,Cataluña,OPPO,Reno 8,5,215.25,1076.25
1405,4/21/2025,Cataluña,OPPO,Find X5,2,1230.73,2461.46
1406,2/25/2025,Castilla La Mancha,Motorola,Edge 40,4,1143.96,4575.84
1407,11/26/2024,Cataluña,Motorola,Razr 40,1,717.6,717.6
1408,8/10/2023,Valencia,Xiaomi,Poco X5,1,165.36,165.36
1409,9/16/2023,Valencia,Samsung,Galaxy Z Flip,5,470.36,2351.8
1410,1/16/2024,Castilla La Mancha,OPPO,Find X5,2,322.09,644.18
1411,9/30/2024,Andalucia,Samsung,Galaxy S21,5,694.81,3474.05
1412,10/29/2023,Andalucia,Xiaomi,Mi 11,4,535.84,2143.36
1413,1/17/2023,Castilla y Leon,Xiaomi,Mi 11,5,883.05,4415.25
1414,11/4/2025,Valencia,Apple,iPhone 13,5,1223.38,6116.9
1415,2/15/2024,Valencia,OPPO,Find X5,2,1131.58,2263.16
1416,8/15/2025,Castilla La Mancha,Xiaomi,Redmi Note 12,5,1015.52,5077.6
1417,9/5/2024,Castilla y Leon,Motorola,Razr 40,4,560.77,2243.08
1418,10/12/2025,Madrid,Samsung,Galaxy A54,2,1299.94,2599.88
1419,8/13/2025,Valencia,Apple,iPhone 15,5,416.42,2082.1
1420,2/8/2025,Castilla y Leon,OPPO,A78,2,650.39,1300.78
1421,6/1/2023,Madrid,Samsung,Galaxy A54,3,187.52,562.56
1422,6/20/2025,Galicia,Samsung,Galaxy S21,2,939.17,1878.34
1423,2/12/2024,Madrid,Xiaomi,Redmi Note 12,2,505.13,1010.26
1424,11/26/2024,Andalucia,Apple,iPhone 14,5,457.46,2287.3
1425,6/20/2024,Andalucia,Apple,iPhone 13,1,176.24,176.24
1426,11/24/2024,Cataluña,Apple,iPhone 14,2,531.34,1062.68
1427,12/17/2023,Castilla y Leon,Apple,iPhone 14,5,1371.38,6856.9
1428,8/31/2023,Cataluña,Motorola,G82,2,1253.4,2506.8
1429,12/26/2025,Valencia,Apple,iPhone 13,4,1017.94,4071.76
1430,5/15/2024,Pais Vasco,Xiaomi,Poco X5,1,1103.85,1103.85
1431,11/1/2023,Galicia,Motorola,Edge 40,3,458.96,1376.88
1432,3/4/2024,Castilla La Mancha,Xiaomi,Redmi Note 12,1,1130.83,1130.83
1433,11/7/2025,Andalucia,Motorola,Edge 40,4,1089.14,4356.56
1434,11/28/2025,Castilla La Mancha,Motorola,G82,4,373.75,1495
1435,10/10/2025,Castilla La Mancha,Xiaomi,Poco X5,4,485.42,1941.68
1436,2/29/2024,Madrid,OPPO,A78,2,1268.61,2537.22
1437,3/23/2024,Pais Vasco,OPPO,Reno 8,3,681.28,2043.84
